source_id,organization_id,organization_name,source_name,source_type,source_url,official,feed_available,feed_url,feed_type,feed_status,update_frequency,language,topic,priority,monitor_tier,machine_fetchability,requires_javascript,notes,verified_at
ollama--github_org--433,ollama,Ollama,Ollama — 公式GitHub Organization,github_org,https://github.com/ollama,yes,unknown,,,unknown,週次〜月次,英語,ローカルLLM実行、モデル配布,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
perplexity--release_notes--078,perplexity,Perplexity,Perplexity — Release Notes／Changelog,release_notes,https://docs.perplexity.ai/changelog,yes,unknown,,,unknown,週次〜月次,英語,AI検索、回答エンジン、ブラウザ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
perplexity--github_org--079,perplexity,Perplexity,Perplexity — 公式GitHub Organization,github_org,https://github.com/perplexityai,yes,unknown,,,unknown,週次〜月次,英語,AI検索、回答エンジン、ブラウザ,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
pinecone--release_notes--528,pinecone,Pinecone,Pinecone — Release Notes／Changelog,release_notes,https://docs.pinecone.io/release-notes/,yes,unknown,,,unknown,週次〜月次,英語,ベクトルデータベース、AI検索,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
pinecone--github_org--529,pinecone,Pinecone,Pinecone — 公式GitHub Organization,github_org,https://github.com/pinecone-io,yes,unknown,,,unknown,週次〜月次,英語,ベクトルデータベース、AI検索,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
pytorch--other--396,pytorch,PyTorch,PyTorch — 公式サイト,other,https://pytorch.org/,yes,unknown,,,unknown,週次〜月次,英語,深層学習フレームワーク,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
pytorch--developer_blog--398,pytorch,PyTorch,PyTorch — Developer／Engineering,developer_blog,https://pytorch.org/docs/,yes,unknown,,,unknown,週次〜月次,英語,深層学習フレームワーク,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
qdrant--github_org--539,qdrant,Qdrant,Qdrant — 公式GitHub Organization,github_org,https://github.com/qdrant,yes,unknown,,,unknown,週次〜月次,英語,オープンソースベクトルDB、AI検索,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
redis--github_org--559,redis,Redis,Redis — 公式GitHub Organization,github_org,https://github.com/redis,yes,unknown,,,unknown,週次〜月次,英語,インメモリDB、ベクトル検索、AI,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
replicate--github_org--494,replicate,Replicate,Replicate — 公式GitHub Organization,github_org,https://github.com/replicate,yes,unknown,,,unknown,週次〜月次,英語,モデルAPI、生成AI、開発者プラットフォーム,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
replit--github_org--620,replit,Replit,Replit — 公式GitHub Organization,github_org,https://github.com/replit,yes,unknown,,,unknown,週次〜月次,英語,クラウド開発環境、AIアプリ開発,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
runway--github_org--067,runway,Runway,Runway — 公式GitHub Organization,github_org,https://github.com/runwayml,yes,unknown,,,unknown,週次〜月次,英語,動画生成、クリエイティブAI,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
salesforce--github_org--249,salesforce,Salesforce,Salesforce — 公式GitHub Organization,github_org,https://github.com/forcedotcom,yes,unknown,,,unknown,週次〜月次,英語,CRM、企業向けAI、データクラウド,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
salesforce--release_notes--248,salesforce,Salesforce,Salesforce — Release Notes／Changelog,release_notes,https://help.salesforce.com/s/articleView?id=release-notes.salesforce_release_notes.htm,yes,unknown,,,unknown,週次〜月次,英語,CRM、企業向けAI、データクラウド,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
scale-ai--github_org--509,scale-ai,Scale AI,Scale AI — 公式GitHub Organization,github_org,https://github.com/scaleapi,yes,unknown,,,unknown,週次〜月次,英語,データ基盤、評価、AIアプリ,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
snowflake--release_notes--145,snowflake,Snowflake,Snowflake — Release Notes／Changelog,release_notes,https://docs.snowflake.com/en/release-notes/overview,yes,unknown,,,unknown,週次〜月次,英語,データクラウド、AI、分析,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
snowflake--github_org--146,snowflake,Snowflake,Snowflake — 公式GitHub Organization,github_org,https://github.com/snowflakedb,yes,unknown,,,unknown,週次〜月次,英語,データクラウド、AI、分析,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
sourcegraph--github_org--614,sourcegraph,Sourcegraph,Sourcegraph — 公式GitHub Organization,github_org,https://github.com/sourcegraph,yes,unknown,,,unknown,週次〜月次,英語,コード検索、AIコーディング、開発者基盤,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
stanford-hai--github_org--354,stanford-hai,Stanford HAI,Stanford HAI — 公式GitHub Organization,github_org,https://github.com/ai-index-hai-stanford,yes,unknown,,,unknown,週次〜月次,英語,AI研究、政策、AI Index、教育,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
supabase--github_org--204,supabase,Supabase,Supabase — 公式GitHub Organization,github_org,https://github.com/supabase,yes,unknown,,,unknown,週次〜月次,英語,オープンソースBaaS、データベース、AI,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
supabase--release_notes--203,supabase,Supabase,Supabase — Release Notes／Changelog,release_notes,https://supabase.com/changelog,yes,unknown,,,unknown,週次〜月次,英語,オープンソースBaaS、データベース、AI,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
tencent-ai--github_org--473,tencent-ai,Tencent AI,Tencent AI — 公式GitHub Organization,github_org,https://github.com/Tencent,yes,unknown,,,unknown,週次〜月次,中国語／英語,生成AI、クラウド、ゲーム、AI研究,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
tensorflow--github_releases--400,tensorflow,TensorFlow,TensorFlow — 主監視先,github_releases,https://github.com/tensorflow/tensorflow/releases,yes,unknown,,,unknown,月次〜不定期,英語,機械学習フレームワーク、エコシステム,B,,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
together-ai--release_notes--153,together-ai,Together AI,Together AI — Release Notes／Changelog,release_notes,https://docs.together.ai/docs/changelog,yes,unknown,,,unknown,週次〜月次,英語,オープンモデル、AIクラウド、推論,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
together-ai--github_org--154,together-ai,Together AI,Together AI — 公式GitHub Organization,github_org,https://github.com/togethercomputer,yes,unknown,,,unknown,週次〜月次,英語,オープンモデル、AIクラウド、推論,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
vercel--github_org--130,vercel,Vercel,Vercel — 公式GitHub Organization,github_org,https://github.com/vercel,yes,unknown,,,unknown,週次〜月次,英語,Web基盤、AI SDK、フロントエンドクラウド,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
vercel--release_notes--129,vercel,Vercel,Vercel — Release Notes／Changelog,release_notes,https://vercel.com/changelog,yes,unknown,,,unknown,週次〜月次,英語,Web基盤、AI SDK、フロントエンドクラウド,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
weaviate--github_org--534,weaviate,Weaviate,Weaviate — 公式GitHub Organization,github_org,https://github.com/weaviate,yes,unknown,,,unknown,週次〜月次,英語,オープンソースベクトルDB、AI検索,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
windsurf--other--608,windsurf,Windsurf,Windsurf — 公式サイト,other,https://windsurf.com/,yes,unknown,,,unknown,週次〜月次,英語,AIコーディング、IDE、エージェント,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
zilliz--release_notes--543,zilliz,Zilliz,Zilliz — Release Notes／Changelog,release_notes,https://docs.zilliz.com/docs/changelogs,yes,unknown,,,unknown,週次〜月次,英語,ベクトルDB、AIデータ基盤,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
zilliz--github_org--544,zilliz,Zilliz,Zilliz — 公式GitHub Organization,github_org,https://github.com/zilliztech,yes,unknown,,,unknown,週次〜月次,英語,ベクトルDB、AIデータ基盤,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
llama-cpp--github_org--428,llama-cpp,llama.cpp,llama.cpp — 公式GitHub Organization,github_org,https://github.com/ggml-org,yes,unknown,,,unknown,週次〜月次,英語,ローカルLLM推論、エッジAI,A,,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
scikit-learn--github_releases--413,scikit-learn,scikit-learn,scikit-learn — 主監視先,github_releases,https://github.com/scikit-learn/scikit-learn/releases,yes,unknown,,,unknown,月次〜不定期,英語,機械学習ライブラリ,B,,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
vllm--other--424,vllm,vLLM,vLLM — 公式サイト,other,https://docs.vllm.ai/,yes,unknown,,,unknown,隔週〜月次,英語,LLM推論・サービング,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
xai--developer_blog--027,xai,xAI,xAI — Developer／Engineering,developer_blog,https://docs.x.ai/,yes,unknown,,,unknown,週次〜不定期,英語,基盤モデル、生成AI、AIエージェント,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
xai--other--026,xai,xAI,xAI — 公式サイト,other,https://x.ai/,yes,unknown,,,unknown,週次〜不定期,英語,基盤モデル、生成AI、AIエージェント,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
amd--blog--259,amd,AMD,AMD — 公式Blog,blog,https://community.amd.com/t5/ai/bg-p/ai,yes,unknown,,,unknown,週次〜月次,英語,CPU、GPU、AIアクセラレータ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
amd--newsroom--257,amd,AMD,AMD — 主監視先,newsroom,https://ir.amd.com/news-events/press-releases,yes,unknown,,,unknown,週次〜月次,英語,CPU、GPU、AIアクセラレータ,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
adobe--blog--296,adobe,Adobe,Adobe — 公式Blog,blog,https://blog.adobe.com/,yes,unknown,,,unknown,週次〜月次,英語,生成AI、クリエイティブソフト、ドキュメント,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
adobe--newsroom--294,adobe,Adobe,Adobe — 主監視先,newsroom,https://news.adobe.com/,yes,unknown,,,unknown,週次〜月次,英語,生成AI、クリエイティブソフト、ドキュメント,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
anyscale--newsroom--500,anyscale,Anyscale,Anyscale — 主監視先,newsroom,https://www.anyscale.com/blog,yes,unknown,,,unknown,週次〜月次,英語,分散AI、Ray、AIコンピュート,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
apache-software-foundation--newsroom--740,apache-software-foundation,Apache Software Foundation,Apache Software Foundation — 主監視先,newsroom,https://news.apache.org/,yes,unknown,,,unknown,週次〜月次,英語,OSS、データ、AI、Web基盤,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
arm--blog--275,arm,Arm,Arm — 公式Blog,blog,https://community.arm.com/arm-community-blogs,yes,unknown,,,unknown,週次〜月次,英語,CPU IP、エッジAI、データセンター,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
arm--newsroom--273,arm,Arm,Arm — 主監視先,newsroom,https://newsroom.arm.com/,yes,unknown,,,unknown,週次〜月次,英語,CPU IP、エッジAI、データセンター,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
aurora-innovation--newsroom--679,aurora-innovation,Aurora Innovation,Aurora Innovation — 主監視先,newsroom,https://aurora.tech/newsroom,yes,unknown,,,unknown,週次〜月次,英語,自動運転トラック、AI、安全性,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
baidu-ai--newsroom--468,baidu-ai,Baidu AI,Baidu AI — 主監視先,newsroom,https://ir.baidu.com/news-events/,yes,unknown,,,unknown,週次〜月次,中国語／英語,生成AI、検索、クラウド、オープンソース,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
brave--newsroom--342,brave,Brave,Brave — 主監視先,newsroom,https://brave.com/blog/,yes,unknown,,,unknown,週次〜月次,英語,ブラウザ、検索、AI、プライバシー,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
cisa--newsroom--702,cisa,CISA,CISA — 主監視先,newsroom,https://www.cisa.gov/news-events,yes,unknown,,,unknown,週次〜月次,英語,サイバーセキュリティ、AIセキュリティ、勧告,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
cisa--blog--704,cisa,CISA,CISA — 公式Blog,blog,https://www.cisa.gov/news-events/cybersecurity-advisories,yes,unknown,,,unknown,週次〜月次,英語,サイバーセキュリティ、AIセキュリティ、勧告,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cerebras--blog--162,cerebras,Cerebras,Cerebras — 公式Blog,blog,https://www.cerebras.ai/blog,yes,unknown,,,unknown,週次〜月次,英語,AIチップ、推論、学習クラウド,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cerebras--newsroom--160,cerebras,Cerebras,Cerebras — 主監視先,newsroom,https://www.cerebras.ai/company/newsroom,yes,unknown,,,unknown,週次〜月次,英語,AIチップ、推論、学習クラウド,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
cisco--blog--663,cisco,Cisco,Cisco — 公式Blog,blog,https://blogs.cisco.com/,yes,unknown,,,unknown,週次〜月次,英語,ネットワーク、セキュリティ、AIインフラ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cisco--newsroom--661,cisco,Cisco,Cisco — 主監視先,newsroom,https://newsroom.cisco.com/,yes,unknown,,,unknown,週次〜月次,英語,ネットワーク、セキュリティ、AIインフラ,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
cncf--newsroom--743,cncf,Cloud Native Computing Foundation,Cloud Native Computing Foundation — 主監視先,newsroom,https://www.cncf.io/blog/,yes,unknown,,,unknown,週次〜月次,英語,クラウドネイティブ、AIインフラ、OSS,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
cloudflare--developer_blog--123,cloudflare,Cloudflare,Cloudflare — Developer／Engineering,developer_blog,https://developers.cloudflare.com/,yes,unknown,,,unknown,日次〜週次,英語,ネットワーク、AI推論、開発基盤、セキュリティ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cloudflare--other--121,cloudflare,Cloudflare,Cloudflare — 公式サイト,other,https://www.cloudflare.com/,yes,unknown,,,unknown,日次〜週次,英語,ネットワーク、AI推論、開発基盤、セキュリティ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cohere--newsroom--034,cohere,Cohere,Cohere — 主監視先,newsroom,https://cohere.com/blog,yes,unknown,,,unknown,週次〜月次,英語,企業向けLLM、RAG、AIエージェント,A,,html_diff,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
deepseek--developer_blog--046,deepseek,DeepSeek,DeepSeek — Developer／Engineering,developer_blog,https://api-docs.deepseek.com/,yes,unknown,,,unknown,不定期,中国語／英語,オープンウェイトLLM、推論モデル,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
deepseek--other--045,deepseek,DeepSeek,DeepSeek — 公式サイト,other,https://www.deepseek.com/,yes,unknown,,,unknown,不定期,中国語／英語,オープンウェイトLLM、推論モデル,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
elastic--newsroom--211,elastic,Elastic,Elastic — 主監視先,newsroom,https://www.elastic.co/about/press,yes,unknown,,,unknown,週次〜月次,英語,検索、オブザーバビリティ、セキュリティ、AI,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
elastic--blog--213,elastic,Elastic,Elastic — 公式Blog,blog,https://www.elastic.co/blog,yes,unknown,,,unknown,週次〜月次,英語,検索、オブザーバビリティ、セキュリティ、AI,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
elevenlabs--newsroom--068,elevenlabs,ElevenLabs,ElevenLabs — 主監視先,newsroom,https://elevenlabs.io/blog,yes,unknown,,,unknown,週次〜月次,英語,音声生成、音声AI、API,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
eu-ai-office--blog--714,eu-ai-office,European Commission AI Office,European Commission AI Office — 公式Blog,blog,https://digital-strategy.ec.europa.eu/en/news,yes,unknown,,,unknown,週次〜月次,英語,AI規制、AI Act、政策、ガバナンス,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
eu-ai-office--newsroom--712,eu-ai-office,European Commission AI Office,European Commission AI Office — 主監視先,newsroom,https://digital-strategy.ec.europa.eu/en/policies/ai-office,yes,unknown,,,unknown,週次〜月次,英語,AI規制、AI Act、政策、ガバナンス,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
figma--newsroom--300,figma,Figma,Figma — 主監視先,newsroom,https://www.figma.com/blog/,yes,unknown,,,unknown,週次〜月次,英語,UIデザイン、共同編集、デザインAI,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
fireworks-ai--newsroom--487,fireworks-ai,Fireworks AI,Fireworks AI — Newsroom／News,newsroom,https://fireworks.ai/blog,yes,unknown,,,unknown,週次〜月次,英語,推論、ファインチューニング、AI API,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
gitlab--blog--180,gitlab,GitLab,GitLab — 公式Blog,blog,https://about.gitlab.com/blog/,yes,unknown,,,unknown,週次〜月次,英語,DevSecOps、AI支援開発,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
gitlab--newsroom--178,gitlab,GitLab,GitLab — 主監視先,newsroom,https://about.gitlab.com/press/releases/,yes,unknown,,,unknown,週次〜月次,英語,DevSecOps、AI支援開発,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
groq--newsroom--155,groq,Groq,Groq — 主監視先,newsroom,https://groq.com/news/,yes,unknown,,,unknown,週次〜月次,英語,AI推論チップ、推論クラウド,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
huawei-ai--newsroom--474,huawei-ai,Huawei AI,Huawei AI — 主監視先,newsroom,https://www.huawei.com/en/news,yes,unknown,,,unknown,週次〜月次,中国語／英語,AIチップ、クラウド、基盤モデル、通信,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
ibm-cloud--newsroom--114,ibm-cloud,IBM,IBM — 主監視先,newsroom,https://newsroom.ibm.com/,yes,unknown,,,unknown,週次〜月次,英語,watsonx、ハイブリッドクラウド、量子,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
ibm-cloud--blog--116,ibm-cloud,IBM,IBM — 公式Blog,blog,https://www.ibm.com/think,yes,unknown,,,unknown,週次〜月次,英語,watsonx、ハイブリッドクラウド、量子,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
intel--blog--264,intel,Intel,Intel — 公式Blog,blog,https://www.intel.com/content/www/us/en/developer/articles.html,yes,unknown,,,unknown,週次〜月次,英語,CPU、AIアクセラレータ、エッジAI,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
intel--newsroom--262,intel,Intel,Intel — 主監視先,newsroom,https://www.intel.com/content/www/us/en/newsroom.html,yes,unknown,,,unknown,週次〜月次,英語,CPU、AIアクセラレータ、エッジAI,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
jetbrains--newsroom--188,jetbrains,JetBrains,JetBrains — 主監視先,newsroom,https://blog.jetbrains.com/,yes,unknown,,,unknown,週次〜月次,英語,IDE、開発ツール、AIコーディング,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
linux-foundation--blog--730,linux-foundation,Linux Foundation,Linux Foundation — 公式Blog,blog,https://www.linuxfoundation.org/blog,yes,unknown,,,unknown,週次〜月次,英語,OSS、AI、クラウドネイティブ、標準化,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
linux-foundation--newsroom--728,linux-foundation,Linux Foundation,Linux Foundation — 主監視先,newsroom,https://www.linuxfoundation.org/press,yes,unknown,,,unknown,週次〜月次,英語,OSS、AI、クラウドネイティブ、標準化,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
llamaindex--newsroom--441,llamaindex,LlamaIndex,LlamaIndex — Newsroom／News,newsroom,https://www.llamaindex.ai/blog,yes,unknown,,,unknown,週次〜月次,英語,データ接続、RAG、AIエージェント,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
mlcommons--other--453,mlcommons,MLCommons,MLCommons — 公式サイト,other,https://mlcommons.org/,yes,unknown,,,unknown,月次〜不定期,英語,AIベンチマーク、安全性評価、データ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
mlcommons--research--454,mlcommons,MLCommons,MLCommons — Research／Publications,research,https://mlcommons.org/research/,yes,unknown,,,unknown,月次〜不定期,英語,AIベンチマーク、安全性評価、データ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
micron--newsroom--650,micron,Micron,Micron — 主監視先,newsroom,https://investors.micron.com/news-releases,yes,unknown,,,unknown,週次〜月次,英語,メモリ、ストレージ、AIデータセンター,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
micron--blog--652,micron,Micron,Micron — 公式Blog,blog,https://www.micron.com/about/blog,yes,unknown,,,unknown,週次〜月次,英語,メモリ、ストレージ、AIデータセンター,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
mongodb--blog--207,mongodb,MongoDB,MongoDB — 公式Blog,blog,https://www.mongodb.com/blog,yes,unknown,,,unknown,週次〜月次,英語,データベース、ベクトル検索、AIアプリ,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
mongodb--newsroom--205,mongodb,MongoDB,MongoDB — 主監視先,newsroom,https://www.mongodb.com/press,yes,unknown,,,unknown,週次〜月次,英語,データベース、ベクトル検索、AIアプリ,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
nist--newsroom--698,nist,NIST,NIST — 主監視先,newsroom,https://www.nist.gov/artificial-intelligence,yes,unknown,,,unknown,週次〜月次,英語,AI標準、評価、リスク管理、ガバナンス,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
nist--blog--700,nist,NIST,NIST — 公式Blog,blog,https://www.nist.gov/news-events/news,yes,unknown,,,unknown,週次〜月次,英語,AI標準、評価、リスク管理、ガバナンス,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
neo4j--newsroom--550,neo4j,Neo4j,Neo4j — 主監視先,newsroom,https://neo4j.com/blog/,yes,unknown,,,unknown,週次〜月次,英語,グラフDB、GraphRAG、AIアプリ,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
oecd-ai--newsroom--715,oecd-ai,OECD AI,OECD AI — 主監視先,newsroom,https://oecd.ai/en/wonk,yes,unknown,,,unknown,週次〜月次,英語,AI政策、国際原則、データ,A,,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規URLの差分を検知する。,2026-08-18
ollama--newsroom--431,ollama,Ollama,Ollama — Newsroom／News,newsroom,https://ollama.com/blog,yes,unknown,,,unknown,週次〜月次,英語,ローカルLLM実行、モデル配布,A,,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
