source_id,organization_name,country_region,category,primary_domains,official_site_url,official_newsroom_url,official_blog_url,research_url,developer_blog_url,release_notes_url,github_org_url,rss_atom_url,machine_access,primary_monitor_url,primary_monitor_rationale,primary_language,update_frequency,ai_gaiden_relevance,tech_gaiden_relevance,priority,update_detection,automation_ease,notes,last_verified
figma,Figma,米国,デザイン／クリエイティブツール,UIデザイン、共同編集、デザインAI,https://www.figma.com/,https://www.figma.com/blog/,https://www.figma.com/blog/,,https://www.figma.com/developers/,https://www.figma.com/release-notes/,https://github.com/figma,,https://api.github.com/orgs/figma/repos?per_page=100&sort=updated,https://www.figma.com/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
canva,Canva,オーストラリア,デザイン／クリエイティブツール,デザイン、生成AI、コンテンツ作成,https://www.canva.com/,https://www.canva.com/newsroom/,https://www.canva.com/newsroom/,,https://www.canva.dev/blog/,,https://github.com/canva,,https://api.github.com/orgs/canva/repos?per_page=100&sort=updated,https://www.canva.com/newsroom/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
notion,Notion,米国,デザイン／クリエイティブツール,ナレッジ管理、共同編集、AI,https://www.notion.so/,https://www.notion.so/releases,https://www.notion.so/releases,,https://developers.notion.com/,https://www.notion.so/releases,https://github.com/makenotion,,https://api.github.com/orgs/makenotion/repos?per_page=100&sort=updated,https://www.notion.so/releases,変更履歴を主監視し、ニュース／ブログは背景と大型発表の補完に使う。,英語,週次〜月次,高,高,B,公式Release Notes／ChangelogのHTML巡回,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
shopify,Shopify,カナダ,Web／コマース基盤,コマース、AI、開発者プラットフォーム,https://www.shopify.com/,https://www.shopify.com/news,https://www.shopify.com/blog,,https://www.shopify.com/partners/blog,https://shopify.dev/docs/api/release-notes,https://github.com/Shopify,,https://api.github.com/orgs/Shopify/repos?per_page=100&sort=updated,https://www.shopify.com/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
apple,Apple,米国,Web／端末・プラットフォーム,端末AI、OS、開発者基盤、ML,https://www.apple.com/,https://www.apple.com/newsroom/,https://www.apple.com/newsroom/,https://machinelearning.apple.com/,https://developer.apple.com/news/,https://developer.apple.com/news/releases/,https://github.com/apple,,https://api.github.com/orgs/apple/repos?per_page=100&sort=updated,https://www.apple.com/newsroom/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
mozilla,Mozilla,米国,ブラウザ／Web基盤,ブラウザ、Web標準、AIとプライバシー,https://www.mozilla.org/,https://blog.mozilla.org/en/,https://blog.mozilla.org/en/,https://research.mozilla.org/,https://hacks.mozilla.org/,https://www.mozilla.org/en-US/firefox/releases/,https://github.com/mozilla,,https://api.github.com/orgs/mozilla/repos?per_page=100&sort=updated,https://blog.mozilla.org/en/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
brave,Brave,米国,ブラウザ／検索・Web基盤,ブラウザ、検索、AI、プライバシー,https://brave.com/,https://brave.com/blog/,https://brave.com/blog/,,https://brave.com/developers/,https://github.com/brave/brave-browser/releases,https://github.com/brave,,https://api.github.com/orgs/brave/repos?per_page=100&sort=updated,https://brave.com/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
ai2,Ai2（Allen Institute for AI）,米国,AI研究機関／大学研究所,AI研究、オープンモデル、科学AI,https://allenai.org/,https://allenai.org/blog,https://allenai.org/blog,https://allenai.org/research,,,https://github.com/allenai,,https://api.github.com/orgs/allenai/repos?per_page=100&sort=updated,https://allenai.org/blog,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,中,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
stanford-hai,Stanford HAI,米国,AI研究機関／大学研究所,AI研究、政策、AI Index、教育,https://hai.stanford.edu/,https://hai.stanford.edu/news,https://hai.stanford.edu/news,https://hai.stanford.edu/research,,,https://github.com/ai-index-hai-stanford,,https://api.github.com/orgs/ai-index-hai-stanford/repos?per_page=100&sort=updated,https://hai.stanford.edu/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,公式Newsの研究・政策・教育の更新形態を確認済み。AI Index関連資料も補完監視。,2026-08-18
microsoft-research,Microsoft Research,米国,AI研究機関／大学研究所,AI研究、システム、科学、社会,https://www.microsoft.com/en-us/research/,https://www.microsoft.com/en-us/research/blog/,https://www.microsoft.com/en-us/research/blog/,https://www.microsoft.com/en-us/research/,,,https://github.com/microsoft,,https://api.github.com/orgs/microsoft/repos?per_page=100&sort=updated,https://www.microsoft.com/en-us/research/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
google-research,Google Research,米国,AI研究機関／大学研究所,AI研究、ML、科学、責任あるAI,https://research.google/,https://research.google/blog/,https://research.google/blog/,https://research.google/,,,https://github.com/google-research,,https://api.github.com/orgs/google-research/repos?per_page=100&sort=updated,https://research.google/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
apple-ml-research,Apple Machine Learning Research,米国,AI研究機関／大学研究所,端末AI、基盤モデル、機械学習研究,https://machinelearning.apple.com/,https://machinelearning.apple.com/,https://machinelearning.apple.com/,https://machinelearning.apple.com/,,,https://github.com/apple,https://machinelearning.apple.com/rss.xml,https://api.github.com/orgs/apple/repos?per_page=100&sort=updated,https://machinelearning.apple.com/,公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,英語,月次〜不定期,高,高,A,公式RSS/Atom,高,現行AI外電の有効フィード。論文・研究発表の一次資料として優先。,2026-08-18
tensorflow,TensorFlow,米国,OSS／AIプロジェクト,機械学習フレームワーク、エコシステム,https://www.tensorflow.org/,https://blog.tensorflow.org/,https://blog.tensorflow.org/,,https://www.tensorflow.org/community,https://github.com/tensorflow/tensorflow/releases,https://github.com/tensorflow,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/tensorflow/tensorflow/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,月次〜不定期,高,高,B,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
jax,JAX,米国,OSS／AIプロジェクト,数値計算、AI研究、アクセラレータ,https://jax.readthedocs.io/,,,,https://jax.readthedocs.io/,https://github.com/jax-ml/jax/releases,https://github.com/jax-ml,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/jax-ml/jax/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,月次〜不定期,高,中,B,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
keras,Keras,米国,OSS／AIプロジェクト,深層学習API、AI開発,https://keras.io/,https://keras.io/getting_started/,https://keras.io/,,https://keras.io/guides/,https://github.com/keras-team/keras/releases,https://github.com/keras-team,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/keras-team/keras/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,月次〜不定期,高,中,B,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
scikit-learn,scikit-learn,国際,OSS／AIプロジェクト,機械学習ライブラリ,https://scikit-learn.org/,https://blog.scikit-learn.org/,https://blog.scikit-learn.org/,,https://scikit-learn.org/stable/developers/,https://github.com/scikit-learn/scikit-learn/releases,https://github.com/scikit-learn,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/scikit-learn/scikit-learn/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,月次〜不定期,高,中,B,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
jupyter,Project Jupyter,国際,OSS／AIプロジェクト,ノートブック、対話的計算、教育,https://jupyter.org/,https://blog.jupyter.org/,https://blog.jupyter.org/,,https://docs.jupyter.org/,https://github.com/jupyter/notebook/releases,https://github.com/jupyter,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/jupyter/notebook/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,月次〜不定期,中,高,B,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
llama-cpp,llama.cpp,国際,OSS／AIプロジェクト,ローカルLLM推論、エッジAI,https://github.com/ggml-org/llama.cpp,,,,https://github.com/ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp/releases,https://github.com/ggml-org,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/ggml-org/llama.cpp/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,週次〜月次,高,高,A,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
llamaindex,LlamaIndex,米国,OSS／AIプロジェクト,データ接続、RAG、AIエージェント,https://www.llamaindex.ai/,https://www.llamaindex.ai/blog,https://www.llamaindex.ai/blog,,https://docs.llamaindex.ai/,https://github.com/run-llama/llama_index/releases,https://github.com/run-llama,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/run-llama/llama_index/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,週次〜月次,高,高,A,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
